Team,Season,Player,Player_number,Position,Captain,Born,Birthplace,Age,Height,Weight,Stick,Player_link
Barys Astana,2015-2016,Damir Ryspayev,25,D/F,,1995,"Ust-Kamenogorsk, KAZ",28,187,98,R,https://www.eliteprospects.com/player/160961/damir-ryspayev
Barys Astana,2015-2016,Roman Savchenko,2,D,,1988,"Ust-Kamenogorsk, KAZ",34,188,88,L,https://www.eliteprospects.com/player/15289/roman-savchenko
Barys Astana,2015-2016,Maxim Semyonov,7,D,“A,1984,"Ust-Kamenogorsk, KAZ",39,183,83,L,https://www.eliteprospects.com/player/18024/maxim-semyonov
Barys Astana,2015-2016,Vyacheslav Tryasunov,3,D,,1985,"Slavgorod, RUS",37,183,93,L,https://www.eliteprospects.com/player/119225/vyacheslav-tryasunov
Barys Astana,2015-2016,Alikhan Asetov,96,RW,,1996,"Ust-Kamenogorsk, KAZ",26,186,88,L,https://www.eliteprospects.com/player/242288/alikhan-asetov
Barys Astana,2015-2016,Maxim Baranov,47,RW,,1994,"Moskva, RUS",29,175,79,R,https://www.eliteprospects.com/player/209466/maxim-baranov
Barys Astana,2015-2016,Brandon Bochenski,27,RW/LW,“C,1982,"Blaine, MN, USA",41,185,88,R,https://www.eliteprospects.com/player/10260/brandon-bochenski
Barys Astana,2015-2016,Dustin Boyd,41,C,,1986,"Winnipeg, MB, CAN",36,185,86,L,https://www.eliteprospects.com/player/9191/dustin-boyd
Barys Astana,2015-2016,Nigel Dawes,9,LW,,1985,"Winnipeg, MB, CAN",38,173,91,L,https://www.eliteprospects.com/player/9503/nigel-dawes
Barys Astana,2015-2016,Dmitri Grents,29,C,,1996,"Ust-Kamenogorsk, KAZ",26,183,84,R,https://www.eliteprospects.com/player/244162/dmitri-grents
Barys Astana,2015-2016,Alexei Kaigorodov,55,C,,1983,"Magnitogorsk, RUS",39,182,99,L,https://www.eliteprospects.com/player/9568/alexei-kaigorodov
Barys Astana,2015-2016,Maxim Khudyakov,15,C,,1986,"Ust-Kamenogorsk, KAZ",36,170,76,R,https://www.eliteprospects.com/player/83924/maxim-khudyakov
Barys Astana,2015-2016,Vadim Krasnoslobodtsev,62,LW,,1983,"Ust-Kamenogorsk, KAZ",39,188,88,L,https://www.eliteprospects.com/player/22132/vadim-krasnoslobodtsev
Barys Astana,2015-2016,Vladimir Markelov,53,LW,,1987,"Novosibirsk, RUS",35,175,82,R,https://www.eliteprospects.com/player/18663/vladimir-markelov
Barys Astana,2015-2016,Nikita Mikhailis,10,LW,,1995,"Karaganda, KAZ",27,175,71,R,https://www.eliteprospects.com/player/154017/nikita-mikhailis
Barys Astana,2015-2016,Mikhail Panshin,57,LW,,1983,"Cherepovets, RUS",40,182,86,R,https://www.eliteprospects.com/player/20370/mikhail-panshin
Barys Astana,2015-2016,Fyodor Polishchuk,18,LW/C,,1979,"Kolodistoe, UKR",43,174,80,L,https://www.eliteprospects.com/player/19102/fyodor-polishchuk
Barys Astana,2015-2016,Konstantin Pushkaryov,81,RW/LW,,1985,"Ust-Kamenogorsk, KAZ",38,182,83,L,https://www.eliteprospects.com/player/9657/konstantin-pushkaryov
Barys Astana,2015-2016,Mikhail Rakhmanov,79,RW,,1992,"Ust-Kamenogorsk, KAZ",31,176,75,L,https://www.eliteprospects.com/player/56995/mikhail-rakhmanov
Barys Astana,2015-2016,Konstantin Romanov,85,RW,,1985,"Moskva, RUS",38,184,82,L,https://www.eliteprospects.com/player/18546/konstantin-romanov
Barys Astana,2015-2016,Konstantin Rudenko,34,LW,“A,1981,"Ust-Kamenogorsk, KAZ",41,175,80,R,https://www.eliteprospects.com/player/21045/konstantin-rudenko
Barys Astana,2015-2016,Yevgeni Rymarev,88,RW/LW,,1988,"Ust-Kamenogorsk, KAZ",34,175,78,L,https://www.eliteprospects.com/player/15278/yevgeni-rymarev
Barys Astana,2015-2016,Ilya Solaryov,52,C,,1982,"Perm, RUS",40,192,92,L,https://www.eliteprospects.com/player/18140/ilya-solaryov
Barys Astana,2015-2016,Martin St. Pierre,93,C/LW,,1983,"Ottawa, ON, CAN",39,175,84,L,https://www.eliteprospects.com/player/10668/martin-st.-pierre
Barys Astana,2015-2016,Roman Starchenko,48,RW,“A,1986,"Ust-Kamenogorsk, KAZ",37,179,88,L,https://www.eliteprospects.com/player/24633/roman-starchenko
Barys Astana,2015-2016,Dmitri Upper,36,C,,1978,"Dmitrievka, KAZ",44,186,92,R,https://www.eliteprospects.com/player/18844/dmitri-upper
Barys Astana,2015-2016,Alexei Vorontsov,54,LW,,1986,"Ust-Kamenogorsk, KAZ",37,185,86,L,https://www.eliteprospects.com/player/42139/alexei-vorontsov
Barys Astana,2015-2016,Yaroslav Yevdokimov,16,W,,1993,"Chelyabinsk, RUS",29,186,85,L,https://www.eliteprospects.com/player/164687/yaroslav-yevdokimov
Barys Astana,2015-2016,Talgat Zhailauov,8,LW,“A,1985,"Ust-Kamenogorsk, KAZ",37,175,80,R,https://www.eliteprospects.com/player/22140/talgat-zhailauov
Dinamo Minsk,2015-2016,Jeff Glass,35,G,,1985,"Calgary, AB, CAN",37,191,93,L,https://www.eliteprospects.com/player/9502/jeff-glass
Dinamo Minsk,2015-2016,Kevin Lalande,33,G,,1987,"Kingston, ON, CAN",36,181,84,L,https://www.eliteprospects.com/player/11245/kevin-lalande
Dinamo Minsk,2015-2016,Dmitri Milchakov,40,G,,1986,"Minsk, BLR",37,185,80,L,https://www.eliteprospects.com/player/18060/dmitri-milchakov
Dinamo Minsk,2015-2016,Nick Bailen,55,D,,1989,"Fredonia, NY, USA",33,174,81,R,https://www.eliteprospects.com/player/38575/nick-bailen
Dinamo Minsk,2015-2016,Andrei Filichkin,12,D,,1987,"Chelyabinsk, RUS",35,188,94,L,https://www.eliteprospects.com/player/48686/andrei-filichkin
Dinamo Minsk,2015-2016,Oleg Goroshko,89,D,,1989,"Grodno, BLR",33,178,84,R,https://www.eliteprospects.com/player/28544/oleg-goroshko
Dinamo Minsk,2015-2016,Ryan Gunderson,43,D,,1985,"Bensalem, PA, USA",37,177,78,L,https://www.eliteprospects.com/player/15125/ryan-gunderson
Dinamo Minsk,2015-2016,Lukas Krajicek,25,D,,1983,"Prostejov, CZE",40,188,89,L,https://www.eliteprospects.com/player/8550/lukas-krajicek
Dinamo Minsk,2015-2016,Yevgeni Lisovets,14,D,,1994,"Grodno, BLR",28,182,86,L,https://www.eliteprospects.com/player/70449/yevgeni-lisovets
Dinamo Minsk,2015-2016,Yevgeni Nogachyov,4,D,,1991,"Minsk, BLR",31,183,90,L,https://www.eliteprospects.com/player/17656/yevgeni-nogachyov
Dinamo Minsk,2015-2016,Ilya Shinkevich,8,D,,1989,"Minsk, BLR",33,188,85,L,https://www.eliteprospects.com/player/28550/ilya-shinkevich
Dinamo Minsk,2015-2016,Ivan Usenko,57,D,,1983,"Nizhny Novgorod, RUS",40,183,89,R,https://www.eliteprospects.com/player/32103/ivan-usenko
Dinamo Minsk,2015-2016,Nikita Ustinenko,23,D,,1995,"Gomel, BLR",28,186,81,R,https://www.eliteprospects.com/player/238833/nikita-ustinenko
Dinamo Minsk,2015-2016,Dmitri Znakharenko,73,D,,1993,"Gomel, BLR",29,181,93,L,https://www.eliteprospects.com/player/117204/dmitri-znakharenko
Dinamo Minsk,2015-2016,Dmitri Ambrozheichik,24,RW,,1995,"Grodno, BLR",28,174,74,R,https://www.eliteprospects.com/player/213654/dmitri-ambrozheichik
Dinamo Minsk,2015-2016,Dmitri Buinitsky,94,C/RW,,1997,"Mogilev, BLR",26,186,85,L,https://www.eliteprospects.com/player/262138/dmitri-buinitsky
Dinamo Minsk,2015-2016,Jonathan Cheechoo,18,RW,“A,1980,"Moose Factory, ON, CAN",42,185,100,R,https://www.eliteprospects.com/player/5529/jonathan-cheechoo
Dinamo Minsk,2015-2016,Sergei Drozd,13,C/W,,1990,"Minsk, BLR",33,182,82,L,https://www.eliteprospects.com/player/17659/sergei-drozd
Dinamo Minsk,2015-2016,Matt Ellison,10,C/W,,1983,"Duncan, BC, CAN",39,181,94,R,https://www.eliteprospects.com/player/9145/matt-ellison
Dinamo Minsk,2015-2016,Artur Gavrus,93,C/LW,,1994,"Ratichi, BLR",29,179,87,L,https://www.eliteprospects.com/player/70442/artur-gavrus
Dinamo Minsk,2015-2016,Alexei Kalyuzhny,17,C,“C,1977,"Minsk, BLR",45,177,85,L,https://www.eliteprospects.com/player/15029/alexei-kalyuzhny
Dinamo Minsk,2015-2016,Konstantin Koltsov,29,LW/RW,“A,1981,"Minsk, BLR",42,183,101,L,https://www.eliteprospects.com/player/8679/konstantin-koltsov
Dinamo Minsk,2015-2016,Nikita Komarov,91,C,,1988,"Novopolotsk, BLR",34,188,100,L,https://www.eliteprospects.com/player/16757/nikita-komarov
Dinamo Minsk,2015-2016,Alexander Kulakov,11,C/RW,,1983,"Minsk, BLR",40,182,89,L,https://www.eliteprospects.com/player/18069/alexander-kulakov
Dinamo Minsk,2015-2016,Charles Linglet,7,LW,,1982,"Montréal, QC, CAN",40,188,92,L,https://www.eliteprospects.com/player/11737/charles-linglet
Dinamo Minsk,2015-2016,Stanislav Lopachuk,81,LW,,1992,"Minsk, BLR",31,180,78,L,https://www.eliteprospects.com/player/34903/stanislav-lopachuk
Dinamo Minsk,2015-2016,Alexander Materukhin,28,LW,,1981,"Kyiv, UKR",41,183,91,R,https://www.eliteprospects.com/player/70417/alexander-materukhin
Dinamo Minsk,2015-2016,Dmitri Meleshko,19,LW/RW,,1982,"Minsk, BLR",40,182,83,R,https://www.eliteprospects.com/player/18079/dmitri-meleshko
Dinamo Minsk,2015-2016,Andrei Mikhalyov,95,C/LW,,1978,"Minsk, BLR",45,182,91,L,https://www.eliteprospects.com/player/18073/andrei-mikhalyov
Dinamo Minsk,2015-2016,Alexander Pavlovich,71,RW,,1988,"Grodno, BLR",34,182,91,L,https://www.eliteprospects.com/player/104538/alexander-pavlovich
Dinamo Minsk,2015-2016,Andrei Stepanov,61,RW,,1986,"Moskva, RUS",37,178,89,R,https://www.eliteprospects.com/player/19115/andrei-stepanov
Dinamo Minsk,2015-2016,Paul Szczechura,38,C/RW,,1985,"Brantford, ON, CAN",37,180,89,R,https://www.eliteprospects.com/player/11424/paul-szczechura
Dinamo Minsk,2015-2016,Ryan Vesce,16,C/RW,,1982,"Lloyd Harbor, NY, USA",41,173,79,R,https://www.eliteprospects.com/player/4342/ryan-vesce
Traktor Chelyabinsk,2015-2016,Alexander Danilishin,30,G,,1989,"Chelyabinsk, RUS",33,189,95,L,https://www.eliteprospects.com/player/19573/alexander-danilishin
Traktor Chelyabinsk,2015-2016,Vasili Demchenko,94,G,,1994,"Chelyabinsk, RUS",29,185,85,L,https://www.eliteprospects.com/player/105818/vasili-demchenko
Traktor Chelyabinsk,2015-2016,Pavel Francouz,33,G,,1990,"Plzen, CZE",33,182,81,R,https://www.eliteprospects.com/player/18084/pavel-francouz
Traktor Chelyabinsk,2015-2016,Yegor Nazarov,73,G,,1995,"Chelyabinsk, RUS",27,179,73,L,https://www.eliteprospects.com/player/211959/yegor-nazarov
Traktor Chelyabinsk,2015-2016,Artyom Borodkin,5,D,,1991,"Chelyabinsk, RUS",31,181,92,L,https://www.eliteprospects.com/player/105698/artyom-borodkin
Traktor Chelyabinsk,2015-2016,Ilya Davydov,6,D,,1989,"Yaroslavl, RUS",34,184,92,L,https://www.eliteprospects.com/player/93510/ilya-davydov
Traktor Chelyabinsk,2015-2016,Vladimir Denisov,44,D,,1984,"Chashniki, BLR",38,180,98,L,https://www.eliteprospects.com/player/14338/vladimir-denisov
Traktor Chelyabinsk,2015-2016,Nikita Khlystov,93,D,,1993,"Magnitogorsk, RUS",29,189,89,L,https://www.eliteprospects.com/player/164693/nikita-khlystov
Traktor Chelyabinsk,2015-2016,Konstantin Klimontov,90,D,,1990,"Chelyabinsk, RUS",32,182,88,L,https://www.eliteprospects.com/player/24784/konstantin-klimontov
Traktor Chelyabinsk,2015-2016,Yegor Martynov,55,D,,1990,"Chelyabinsk, RUS",32,188,90,R,https://www.eliteprospects.com/player/92423/yegor-martynov
Traktor Chelyabinsk,2015-2016,Filip Novak,14,D,,1982,"Ceske Budejovice, CZE",41,182,102,L,https://www.eliteprospects.com/player/8663/filip-novak
Traktor Chelyabinsk,2015-2016,Andrei Pervyshin,76,D,,1985,"Arkhangelsk, RUS",38,174,77,L,https://www.eliteprospects.com/player/12231/andrei-pervyshin
Traktor Chelyabinsk,2015-2016,Alexei Petrov,47,D,“A,1983,"Ukhta, RUS",40,184,97,L,https://www.eliteprospects.com/player/18968/alexei-petrov
Traktor Chelyabinsk,2015-2016,Deron Quint,2,D,“C,1976,"Durham, NH, USA",47,185,92,L,https://www.eliteprospects.com/player/11363/deron-quint
Traktor Chelyabinsk,2015-2016,Alexander Shinin,16,D,,1984,"Chelyabinsk, RUS",39,184,86,L,https://www.eliteprospects.com/player/19406/alexander-shinin
Traktor Chelyabinsk,2015-2016,Nikita Zhuldikov,77,D,,1996,"Chelyabinsk, RUS",26,190,95,L,https://www.eliteprospects.com/player/250458/nikita-zhuldikov
Traktor Chelyabinsk,2015-2016,Semyon Afonasyevsky,85,LW,,1996,"Chelyabinsk, RUS",26,188,89,L,https://www.eliteprospects.com/player/250459/semyon-afonasyevsky
Traktor Chelyabinsk,2015-2016,Alexandre Bolduc,49,C,,1985,"Montréal, QC, CAN",37,191,91,L,https://www.eliteprospects.com/player/9472/alexandre-bolduc
Traktor Chelyabinsk,2015-2016,Stanislav Chistov,23,LW,,1983,"Chelyabinsk, RUS",40,180,96,R,https://www.eliteprospects.com/player/8520/stanislav-chistov
Traktor Chelyabinsk,2015-2016,Anton Glinkin,15,LW,,1988,"Chelyabinsk, RUS",34,172,77,R,https://www.eliteprospects.com/player/19579/anton-glinkin
Traktor Chelyabinsk,2015-2016,Anton Glovatsky,29,C,,1988,"Magnitogorsk, RUS",34,178,89,L,https://www.eliteprospects.com/player/10487/anton-glovatsky
Traktor Chelyabinsk,2015-2016,Danil Gubarev,8,LW,,1991,"Magnitogorsk, RUS",31,190,83,R,https://www.eliteprospects.com/player/34776/danil-gubarev
Traktor Chelyabinsk,2015-2016,Semyon Kokuyov,45,RW,,1987,"Cherepovets, RUS",36,183,85,L,https://www.eliteprospects.com/player/19410/semyon-kokuyov
Traktor Chelyabinsk,2015-2016,Maxim Korinevsky,92,F,,1996,"Chelyabinsk, RUS",26,179,78,R,https://www.eliteprospects.com/player/250461/maxim-korinevsky
Traktor Chelyabinsk,2015-2016,Alexei Kruchinin,78,LW/C,,1991,"Kostomuksha, RUS",31,180,79,R,https://www.eliteprospects.com/player/90624/alexei-kruchinin
Traktor Chelyabinsk,2015-2016,Mikhail Mokin,91,LW,,1992,"Labytnangi, RUS",31,174,74,L,https://www.eliteprospects.com/player/105664/mikhail-mokin
Traktor Chelyabinsk,2015-2016,Vyacheslav Osnovin,17,C,,1994,"Chelyabinsk, RUS",29,184,92,L,https://www.eliteprospects.com/player/123055/vyacheslav-osnovin
Traktor Chelyabinsk,2015-2016,Francis Paré,19,C/W,,1987,"Lemoyne, QC, CAN",35,178,86,R,https://www.eliteprospects.com/player/12135/francis-pare
Traktor Chelyabinsk,2015-2016,Artyom Penkovsky,60,LW,,1995,"Chelyabinsk, RUS",28,181,85,L,https://www.eliteprospects.com/player/211963/artyom-penkovsky
Traktor Chelyabinsk,2015-2016,Dmitri Pestunov,12,C,“A,1985,"Ust-Kamenogorsk, KAZ",38,176,93,L,https://www.eliteprospects.com/player/9584/dmitri-pestunov
Traktor Chelyabinsk,2015-2016,Andrei Popov,9,RW/C,,1988,"Chelyabinsk, RUS",34,188,97,L,https://www.eliteprospects.com/player/9299/andrei-popov
Traktor Chelyabinsk,2015-2016,Martin Ruzicka,24,RW/LW,,1985,"Beroun, CZE",37,181,79,R,https://www.eliteprospects.com/player/23860/martin-ruzicka
Traktor Chelyabinsk,2015-2016,Alexander Rybakov,10,C,,1985,"Kazan, RUS",37,183,94,L,https://www.eliteprospects.com/player/19748/alexander-rybakov
Traktor Chelyabinsk,2015-2016,Alexander P. Sharov,42,C,,1995,"Chelyabinsk, RUS",27,184,80,L,https://www.eliteprospects.com/player/211966/alexander-p.-sharov
Traktor Chelyabinsk,2015-2016,Marsel Sholokhov,68,RW,,1998,"Chelyabinsk, RUS",25,178,77,L,https://www.eliteprospects.com/player/370828/marsel-sholokhov
Traktor Chelyabinsk,2015-2016,Maxim Yakutsenya,28,RW,,1981,"Serov, RUS",42,183,88,L,https://www.eliteprospects.com/player/20517/maxim-yakutsenya
Traktor Chelyabinsk,2015-2016,Ilya Zinovyev,96,LW/RW,,1996,"Chelyabinsk, RUS",27,182,86,L,https://www.eliteprospects.com/player/168680/ilya-zinovyev
Medvescak Zagreb,2015-2016,Cal Heeter,34,G,,1988,"St. Louis, MO, USA",34,193,89,L,https://www.eliteprospects.com/player/18754/cal-heeter
Medvescak Zagreb,2015-2016,Gasper Kroselj,32,G,,1987,"Ljubljana, SLO",36,189,89,L,https://www.eliteprospects.com/player/21621/gasper-kroselj
Medvescak Zagreb,2015-2016,Joakim Lundström,31,G,,1984,"Gävle, SWE",39,186,85,L,https://www.eliteprospects.com/player/544/joakim-lundstrom
Medvescak Zagreb,2015-2016,Danny Taylor,30,G,,1986,"Plymouth, GBR",37,184,86,L,https://www.eliteprospects.com/player/14833/danny-taylor
Medvescak Zagreb,2015-2016,Adam Deutsch,6,D,,1995,"Gävle, SWE",28,184,86,L,https://www.eliteprospects.com/player/86175/adam-deutsch
Medvescak Zagreb,2015-2016,Simon Gysbers,67,D,,1987,"Richmond Hill, ON, CAN",36,193,91,R,https://www.eliteprospects.com/player/38823/simon-gysbers
Medvescak Zagreb,2015-2016,Milan Jurcina,68,D,,1983,"Liptovsky Mikulas, SVK",39,193,115,R,https://www.eliteprospects.com/player/8677/milan-jurcina
Medvescak Zagreb,2015-2016,Mark Katic,89,D,,1989,"Timmins, ON, CAN",34,178,82,L,https://www.eliteprospects.com/player/11395/mark-katic
Medvescak Zagreb,2015-2016,Geoff Kinrade,4,D,,1985,"Nelson, BC, CAN",37,183,84,L,https://www.eliteprospects.com/player/34094/geoff-kinrade
Medvescak Zagreb,2015-2016,Mikko Kousa,14,D,,1988,"Lahti, FIN",35,178,85,R,https://www.eliteprospects.com/player/9915/mikko-kousa
Medvescak Zagreb,2015-2016,Thomas Larkin,9,D,,1990,"London, GBR",32,196,103,R,https://www.eliteprospects.com/player/38061/thomas-larkin
Medvescak Zagreb,2015-2016,Shaone Morrisonn,82,D,“A,1982,"Vancouver, BC, CAN",40,194,96,L,https://www.eliteprospects.com/player/8961/shaone-morrisonn
Medvescak Zagreb,2015-2016,Tuukka Mäntylä,18,D,“A,1981,"Tampere, FIN",42,171,85,L,https://www.eliteprospects.com/player/2561/tuukka-mantyla
Medvescak Zagreb,2015-2016,Blake Parlett,7,D,,1989,"Bracebridge, ON, CAN",34,186,93,R,https://www.eliteprospects.com/player/32727/blake-parlett
Medvescak Zagreb,2015-2016,Maxim Topol,71,D,,1989,,34,189,92,L,https://www.eliteprospects.com/player/87930/maxim-topol
Medvescak Zagreb,2015-2016,Ilya Arkalov,93,W/C,,1993,"Moskva, RUS",29,187,91,L,https://www.eliteprospects.com/player/98212/ilya-arkalov
Medvescak Zagreb,2015-2016,Patrick Bjorkstrand,62,RW/C,,1992,"Herning, DEN",30,184,87,L,https://www.eliteprospects.com/player/24598/patrick-bjorkstrand
Medvescak Zagreb,2015-2016,Alexandre Bolduc,49,C,,1985,"Montréal, QC, CAN",37,191,91,L,https://www.eliteprospects.com/player/9472/alexandre-bolduc
Medvescak Zagreb,2015-2016,Gilbert Brulé,17,C/RW,,1987,"Edmonton, AB, CAN",36,178,84,R,https://www.eliteprospects.com/player/10235/gilbert-brule
Medvescak Zagreb,2015-2016,Colby Genoway,5,RW/C,,1983,"Morden, MB, CAN",39,185,90,R,https://www.eliteprospects.com/player/11507/colby-genoway
Medvescak Zagreb,2015-2016,Stefano Giliati,11,LW/RW,,1987,"Montréal, QC, CAN",35,180,90,L,https://www.eliteprospects.com/player/13627/stefano-giliati
Medvescak Zagreb,2015-2016,Mike Glumac,16,C/RW,“C,1980,"Niagara Falls, ON, CAN",43,188,92,R,https://www.eliteprospects.com/player/10371/mike-glumac
Medvescak Zagreb,2015-2016,Edwin Hedberg,19,LW/RW,,1994,"Medellín, COL",29,180,79,L,https://www.eliteprospects.com/player/16833/edwin-hedberg
Medvescak Zagreb,2015-2016,Ivan Jankovic,50,C/LW,,1995,"Zagreb, CRO",28,187,84,L,https://www.eliteprospects.com/player/152219/ivan-jankovic
Medvescak Zagreb,2015-2016,Andreas Jämtin,27,LW,,1983,"Stockholm, SWE",40,183,88,L,https://www.eliteprospects.com/player/30/andreas-jamtin
Medvescak Zagreb,2015-2016,Marek Kvapil,91,LW/RW,,1985,"Ilava, SVK",38,180,87,R,https://www.eliteprospects.com/player/8640/marek-kvapil
Medvescak Zagreb,2015-2016,Tomas Mertl,86,C,,1986,"Ceske Budejovice, CZE",37,175,82,L,https://www.eliteprospects.com/player/22578/tomas-mertl
Medvescak Zagreb,2015-2016,Matija Milicic,55,LW/RW,,1996,"Zagreb, CRO",27,186,86,L,https://www.eliteprospects.com/player/185643/matija-milicic
Medvescak Zagreb,2015-2016,Nathan Perkovich,74,RW/C,,1985,"Canton, MI, USA",37,196,100,R,https://www.eliteprospects.com/player/14856/nathan-perkovich
Medvescak Zagreb,2015-2016,Artyom Pugolovkin,22,LW,,1992,"Moskva, RUS",31,177,73,R,https://www.eliteprospects.com/player/106901/artyom-pugolovkin
Medvescak Zagreb,2015-2016,Jesse Saarinen,85,LW/RW,,1985,"Lahti, FIN",37,174,79,L,https://www.eliteprospects.com/player/7558/jesse-saarinen
Medvescak Zagreb,2015-2016,Kamil Shiafotdinov,8,C,,1994,"Moskva, RUS",28,177,78,L,https://www.eliteprospects.com/player/187500/kamil-shiafotdinov
Medvescak Zagreb,2015-2016,Radek Smolenak,70,LW/RW,“A,1986,"Praha, CZE",36,191,92,L,https://www.eliteprospects.com/player/9622/radek-smolenak
Medvescak Zagreb,2015-2016,Tom Zanoski,10,LW,,1984,"Zagreb, CRO",39,180,84,L,https://www.eliteprospects.com/player/16872/tom-zanoski
Spartak Moskva,2015-2016,Atte Engren,35,G,,1988,"Rauma, FIN",35,185,84,L,https://www.eliteprospects.com/player/8046/atte-engren
Spartak Moskva,2015-2016,Yevgeni Ivannikov,31,G,,1991,"St. Petersburg, RUS",32,182,84,L,https://www.eliteprospects.com/player/77186/yevgeni-ivannikov
Spartak Moskva,2015-2016,Maxim Kudryavtsev,90,G,,1997,"Stavropol, RUS",25,191,85,L,https://www.eliteprospects.com/player/338866/maxim-kudryavtsev
Spartak Moskva,2015-2016,Denis Sinyagin,73,G,,1994,"Moskva, RUS",29,184,82,L,https://www.eliteprospects.com/player/133851/denis-sinyagin
Spartak Moskva,2015-2016,Alexander Trushkov,30,G,,1996,"Moskva, RUS",26,181,81,L,https://www.eliteprospects.com/player/247911/alexander-trushkov
Spartak Moskva,2015-2016,Kirill Ablayev,89,D,,1996,"Protva, RUS",27,187,91,L,https://www.eliteprospects.com/player/231734/kirill-ablayev
Spartak Moskva,2015-2016,Viktor Baldayev,14,D,,1995,"Elektrostal, RUS",27,191,95,L,https://www.eliteprospects.com/player/166558/viktor-baldayev
Spartak Moskva,2015-2016,Vyacheslav Belov,12,D,,1983,"Perm, RUS",40,175,82,R,https://www.eliteprospects.com/player/17827/vyacheslav-belov
Spartak Moskva,2015-2016,Yaroslav Dyblenko,28,D,,1993,"Surgut, RUS",29,186,88,L,https://www.eliteprospects.com/player/107064/yaroslav-dyblenko
Spartak Moskva,2015-2016,Kirill Gavrilychev,49,D,,1989,"Yaroslavl, RUS",34,184,96,L,https://www.eliteprospects.com/player/91503/kirill-gavrilychev
Spartak Moskva,2015-2016,Chay Genoway,5,D,,1986,"Morden, MB, CAN",36,176,73,L,https://www.eliteprospects.com/player/24398/chay-genoway
Spartak Moskva,2015-2016,Matt Gilroy,97,D,,1984,"North Bellmore, NY, USA",38,185,90,R,https://www.eliteprospects.com/player/16717/matt-gilroy
